date,trend_tag,mention_count,post_count,avg_engagement_proxy,rolling_7d_mention_sum
2024-12-19,glass_skin,3,1,48.2,13
2024-12-20,glass_skin,2,0,48.49,13
2024-12-21,glass_skin,1,0,37.23,13
2024-12-22,glass_skin,2,0,29.3,13
2024-12-23,glass_skin,2,1,39.8,14
2024-12-24,glass_skin,2,1,38.07,14
2024-12-25,glass_skin,3,0,54.84,15
2024-12-26,glass_skin,2,1,39.33,14
2024-12-27,glass_skin,2,1,55.1,14
2024-12-28,glass_skin,2,2,33.85,15
2024-12-29,glass_skin,2,1,36.88,15
2024-12-30,glass_skin,2,0,37.21,15
2024-12-31,glass_skin,2,2,46.75,15
2025-01-01,glass_skin,3,1,62.15,15
2025-01-02,glass_skin,3,0,44.64,16
2025-01-03,glass_skin,3,0,43.17,17
2025-01-04,glass_skin,2,0,30.6,17
2025-01-05,glass_skin,2,1,39.12,17
2025-01-06,glass_skin,2,0,34.45,17
2025-01-07,glass_skin,3,0,37.81,18
2025-01-08,glass_skin,2,1,48.42,17
2025-01-09,glass_skin,3,1,58.66,17
2025-01-10,glass_skin,3,1,36.96,17
2025-01-11,glass_skin,3,0,40.38,18
2025-01-12,glass_skin,2,1,45.14,18
2025-01-13,glass_skin,2,1,39.14,18
2025-01-14,glass_skin,3,1,45.37,18
2025-01-15,glass_skin,4,1,46.02,20
2025-01-16,glass_skin,4,2,53.07,21
2025-01-17,glass_skin,3,1,50.78,21
2025-01-18,glass_skin,3,1,44.77,21
2025-01-19,glass_skin,2,1,38.59,21
2025-01-20,glass_skin,4,0,50.24,23
2025-01-21,glass_skin,3,0,59.97,23
2025-01-22,glass_skin,3,1,42.85,22
2025-01-23,glass_skin,3,1,53.1,21
2025-01-24,glass_skin,2,0,49.33,20
2025-01-25,glass_skin,2,1,46.12,19
2025-01-26,glass_skin,3,2,48.86,20
2025-01-27,glass_skin,3,1,38.19,19
2025-01-28,glass_skin,2,0,30.9,18
2025-01-29,glass_skin,4,1,53.29,19
2025-01-30,glass_skin,3,1,43.55,19
2025-01-31,glass_skin,3,2,48.7,20
2025-02-01,glass_skin,3,2,51.58,21
2025-02-02,glass_skin,2,1,32.93,20
2025-02-03,glass_skin,3,2,34.94,20
2025-02-04,glass_skin,3,2,52.95,21
2025-02-05,glass_skin,2,1,43.44,19
2025-02-06,glass_skin,3,2,47.38,19
2025-02-07,glass_skin,3,1,41.52,19
2025-02-08,glass_skin,2,0,34.08,18
2025-02-09,glass_skin,3,1,35.56,19
2025-02-10,glass_skin,2,1,34.72,18
2025-02-11,glass_skin,3,0,49.63,18
2025-02-12,glass_skin,3,1,33.98,19
2025-02-13,glass_skin,3,1,53.14,19
2025-02-14,glass_skin,3,1,41.5,19
2025-02-15,glass_skin,3,1,52.67,20
2025-02-16,glass_skin,2,1,27.25,19
2025-02-17,glass_skin,1,0,48.91,18
2025-02-18,glass_skin,3,0,51.35,18
2025-02-19,glass_skin,3,2,43.86,18
2025-02-20,glass_skin,3,2,45.08,18
2025-02-21,glass_skin,3,1,52.3,18
2025-02-22,glass_skin,3,1,36.7,18
2025-02-23,glass_skin,3,1,40.89,19
2025-02-24,glass_skin,3,2,41.74,21
2025-02-25,glass_skin,3,1,45.61,21
2025-02-26,glass_skin,3,0,48.33,21
2025-02-27,glass_skin,3,2,45.81,21
2025-02-28,glass_skin,3,2,42.38,21
2025-03-01,glass_skin,2,2,39.8,20
2025-03-02,glass_skin,3,0,32.63,20
2025-03-03,glass_skin,3,0,45.11,20
2025-03-04,glass_skin,3,1,44.77,20
2025-03-05,glass_skin,4,1,58.45,21
2025-03-06,glass_skin,4,2,60.83,22
2025-03-07,glass_skin,2,0,44.47,21
2025-03-08,glass_skin,4,2,44.71,23
2025-03-09,glass_skin,3,3,40.41,23
2025-03-10,glass_skin,3,1,39.52,23
2025-03-11,glass_skin,3,2,54.0,23
2025-03-12,glass_skin,3,2,47.03,22
2025-03-13,glass_skin,5,0,58.33,23
2025-03-14,glass_skin,3,0,48.35,24
2025-03-15,glass_skin,3,3,38.21,23
2025-03-16,glass_skin,3,1,47.84,23
2025-03-17,glass_skin,4,0,32.33,24
2025-03-18,glass_skin,3,0,43.42,24
2025-03-19,glass_skin,5,0,42.36,26
2025-03-20,glass_skin,4,3,51.29,25
2025-03-21,glass_skin,4,0,46.09,26
2025-03-22,glass_skin,5,2,53.2,28
2025-03-23,glass_skin,4,2,39.88,29
2025-03-24,glass_skin,4,2,39.9,29
2025-03-25,glass_skin,4,2,49.45,30
2025-03-26,glass_skin,5,0,50.17,30
2025-03-27,glass_skin,5,1,44.78,31
2025-03-28,glass_skin,5,1,42.51,32
2025-03-29,glass_skin,4,1,41.39,31
2025-03-30,glass_skin,4,2,46.3,31
2025-03-31,glass_skin,5,2,39.8,32
2025-04-01,glass_skin,4,1,53.06,32
2025-04-02,glass_skin,5,4,51.07,32
2025-04-03,glass_skin,5,2,44.3,32
2025-04-04,glass_skin,5,2,41.05,32
2025-04-05,glass_skin,5,1,58.02,33
2025-04-06,glass_skin,5,2,45.98,34
2025-04-07,glass_skin,5,2,41.11,34
2025-04-08,glass_skin,6,5,42.8,36
2025-04-09,glass_skin,5,0,58.4,36
2025-04-10,glass_skin,5,2,57.6,36
2025-04-11,glass_skin,6,1,49.63,37
2025-04-12,glass_skin,6,3,40.2,38
2025-04-13,glass_skin,6,1,41.22,39
2025-04-14,glass_skin,6,2,45.97,40
2025-04-15,glass_skin,6,2,49.7,40
2025-04-16,glass_skin,6,4,49.3,41
2025-04-17,glass_skin,6,2,65.62,42
2025-04-18,glass_skin,6,2,64.78,42
2025-04-19,glass_skin,6,2,50.51,42
2025-04-20,glass_skin,6,2,42.71,42
2025-04-21,glass_skin,6,1,33.19,42
2025-04-22,glass_skin,6,2,50.96,42
2025-04-23,glass_skin,6,3,67.27,42
2025-04-24,glass_skin,7,1,50.44,43
2025-04-25,glass_skin,6,1,54.07,43
2025-04-26,glass_skin,7,2,50.45,44
2025-04-27,glass_skin,6,2,39.55,44
2025-04-28,glass_skin,6,3,47.19,44
2025-04-29,glass_skin,7,3,50.37,45
2025-04-30,glass_skin,6,1,51.24,45
2025-05-01,glass_skin,6,1,43.83,44
2025-05-02,glass_skin,5,0,51.93,43
2025-05-03,glass_skin,5,0,47.23,41
2025-05-04,glass_skin,6,3,49.02,41
2025-05-05,glass_skin,6,3,53.48,41
2025-05-06,glass_skin,6,3,46.1,40
2025-05-07,glass_skin,7,3,51.22,41
2025-05-08,glass_skin,7,4,51.26,42
2025-05-09,glass_skin,6,2,45.19,43
2025-05-10,glass_skin,7,1,35.75,45
2025-05-11,glass_skin,5,0,37.73,44
2025-05-12,glass_skin,6,2,45.24,44
2025-05-13,glass_skin,6,1,47.44,44
2025-05-14,glass_skin,6,1,57.87,43
2025-05-15,glass_skin,6,3,51.4,42
2025-05-16,glass_skin,6,3,44.08,42
2025-05-17,glass_skin,5,2,50.77,40
2025-05-18,glass_skin,6,1,46.81,41
2025-05-19,glass_skin,5,1,43.38,40
2025-05-20,glass_skin,6,2,50.83,40
2025-05-21,glass_skin,5,0,53.14,39
2025-05-22,glass_skin,6,1,52.62,39
2025-05-23,glass_skin,5,1,50.17,38
2025-05-24,glass_skin,6,4,53.71,39
2025-05-25,glass_skin,6,3,34.54,39
2025-05-26,glass_skin,5,4,44.42,39
2025-05-27,glass_skin,7,1,51.72,40
2025-05-28,glass_skin,6,4,61.93,41
2025-05-29,glass_skin,7,0,57.89,42
2025-05-30,glass_skin,7,5,48.94,44
2025-05-31,glass_skin,6,2,52.87,44
2025-06-01,glass_skin,5,1,37.81,43
2025-06-02,glass_skin,6,4,37.5,44
2025-06-03,glass_skin,6,1,53.46,43
2025-06-04,glass_skin,6,2,45.88,43
2025-06-05,glass_skin,7,1,50.66,43
2025-06-06,glass_skin,6,3,52.02,42
2025-06-07,glass_skin,6,1,42.71,42
2025-06-08,glass_skin,6,0,29.25,43
2025-06-09,glass_skin,5,3,38.16,42
2025-06-10,glass_skin,7,0,49.03,43
2025-06-11,glass_skin,6,1,56.27,43
2025-06-12,glass_skin,7,1,45.97,43
2025-06-13,glass_skin,6,0,52.42,43
2025-06-14,glass_skin,5,0,54.78,42
2025-06-15,glass_skin,6,1,46.28,42
2025-06-16,glass_skin,7,3,38.91,44
2025-06-17,glass_skin,6,3,54.63,43
2025-06-18,glass_skin,6,2,45.68,43
2025-06-19,glass_skin,6,2,44.87,42
2025-06-20,glass_skin,7,1,45.11,43
2025-06-21,glass_skin,7,1,52.45,45
2025-06-22,glass_skin,7,1,43.78,46
2025-06-23,glass_skin,6,1,39.77,45
2025-06-24,glass_skin,7,0,44.81,46
2025-06-25,glass_skin,7,2,62.21,47
2025-06-26,glass_skin,8,2,52.78,49
2025-06-27,glass_skin,6,3,53.16,48
2025-06-28,glass_skin,7,3,38.68,48
2025-06-29,glass_skin,7,4,45.4,48
2025-06-30,glass_skin,7,2,45.86,49
2025-07-01,glass_skin,8,1,50.83,50
2025-07-02,glass_skin,8,2,64.03,51
2025-07-03,glass_skin,8,4,43.93,51
2025-07-04,glass_skin,7,3,57.38,52
2025-07-05,glass_skin,6,2,51.03,51
2025-07-06,glass_skin,7,4,52.55,51
2025-07-07,glass_skin,7,0,38.77,51
2025-07-08,glass_skin,7,1,48.88,50
2025-07-09,glass_skin,8,3,57.66,50
2025-07-10,glass_skin,7,1,49.75,49
2025-07-11,glass_skin,8,3,52.15,50
2025-07-12,glass_skin,7,2,53.72,51
2025-07-13,glass_skin,8,2,45.0,52
2025-07-14,glass_skin,8,4,46.43,53
2025-07-15,glass_skin,7,2,45.7,53
2025-07-16,glass_skin,8,4,49.92,53
2025-07-17,glass_skin,8,0,47.36,54
2025-07-18,glass_skin,7,2,53.88,53
2025-07-19,glass_skin,7,3,45.81,53
2025-07-20,glass_skin,8,5,42.68,53
2025-07-21,glass_skin,7,2,36.42,52
2025-07-22,glass_skin,8,2,42.83,53
2025-07-23,glass_skin,7,2,41.12,52
2025-07-24,glass_skin,8,1,52.93,52
2025-07-25,glass_skin,8,4,56.87,53
2025-07-26,glass_skin,7,1,47.38,53
2025-07-27,glass_skin,7,1,37.95,52
2025-07-28,glass_skin,7,2,39.86,52
2025-07-29,glass_skin,7,5,49.0,51
2025-07-30,glass_skin,8,1,43.9,52
2025-07-31,glass_skin,7,1,48.64,51
2025-08-01,glass_skin,7,2,50.99,50
2025-08-02,glass_skin,6,3,45.95,49
2025-08-03,glass_skin,7,3,48.93,49
2025-08-04,glass_skin,7,1,42.63,49
2025-08-05,glass_skin,7,1,38.75,49
2025-08-06,glass_skin,7,2,53.63,48
2025-08-07,glass_skin,6,1,51.18,47
2025-08-08,glass_skin,6,1,55.31,46
2025-08-09,glass_skin,6,5,53.07,46
2025-08-10,glass_skin,7,1,29.95,46
2025-08-11,glass_skin,7,2,44.04,46
2025-08-12,glass_skin,5,3,41.67,44
2025-08-13,glass_skin,6,4,51.7,43
2025-08-14,glass_skin,6,2,52.72,43
2025-08-15,glass_skin,5,3,46.71,42
2025-08-16,glass_skin,6,1,47.38,42
2025-08-17,glass_skin,6,3,56.86,41
2025-08-18,glass_skin,5,3,39.71,39
2025-08-19,glass_skin,6,2,43.76,40
2025-08-20,glass_skin,5,2,52.16,39
2025-08-21,glass_skin,6,0,63.53,39
2025-08-22,glass_skin,5,2,47.31,39
2025-08-23,glass_skin,5,2,47.02,38
2025-08-24,glass_skin,5,1,45.46,37
2025-08-25,glass_skin,6,1,36.4,38
2025-08-26,glass_skin,5,3,47.57,37
2025-08-27,glass_skin,6,0,49.13,38
2025-08-28,glass_skin,5,2,45.47,37
2025-08-29,glass_skin,5,1,53.41,37
2025-08-30,glass_skin,5,2,46.11,37
2025-08-31,glass_skin,5,1,45.53,37
2025-09-01,glass_skin,6,0,45.04,37
2025-09-02,glass_skin,5,3,47.82,37
2025-09-03,glass_skin,6,3,45.76,37
2025-09-04,glass_skin,5,2,64.83,37
2025-09-05,glass_skin,6,4,55.42,38
2025-09-06,glass_skin,6,2,49.33,39
2025-09-07,glass_skin,5,4,43.46,39
2025-09-08,glass_skin,5,1,43.68,38
2025-09-09,glass_skin,6,2,45.89,39
2025-09-10,glass_skin,5,1,32.27,38
2025-09-11,glass_skin,6,0,51.71,39
2025-09-12,glass_skin,6,1,50.18,39
2025-09-13,glass_skin,6,1,42.06,39
2025-09-14,glass_skin,5,1,48.26,39
2025-09-15,glass_skin,5,1,51.05,39
2025-09-16,glass_skin,6,1,56.73,39
2025-09-17,glass_skin,5,0,53.64,39
2025-09-18,glass_skin,7,1,59.53,40
2025-09-19,glass_skin,5,1,48.63,39
2025-09-20,glass_skin,4,0,25.23,37
2025-09-21,glass_skin,6,1,49.81,38
2025-09-22,glass_skin,6,5,35.43,39
2025-09-23,glass_skin,6,1,45.09,39
2025-09-24,glass_skin,6,2,52.28,40
2025-09-25,glass_skin,5,4,53.74,38
2025-09-26,glass_skin,6,2,44.91,39
2025-09-27,glass_skin,5,4,49.96,40
2025-09-28,glass_skin,5,1,40.42,39
2025-09-29,glass_skin,5,0,26.46,38
2025-09-30,glass_skin,5,1,49.28,37
2025-10-01,glass_skin,5,0,50.98,36
2025-10-02,glass_skin,5,1,62.14,36
2025-10-03,glass_skin,5,0,52.55,35
2025-10-04,glass_skin,5,1,44.26,35
2025-10-05,glass_skin,5,2,39.1,35
2025-10-06,glass_skin,4,1,39.97,34
2025-10-07,glass_skin,6,0,47.17,35
2025-10-08,glass_skin,6,0,49.35,36
2025-10-09,glass_skin,5,2,49.67,36
2025-10-10,glass_skin,5,1,39.86,36
2025-10-11,glass_skin,5,3,39.56,36
2025-10-12,glass_skin,5,0,43.68,36
2025-10-13,glass_skin,5,0,35.9,37
2025-10-14,glass_skin,6,1,59.64,37
2025-10-15,glass_skin,5,1,48.53,36
2025-10-16,glass_skin,5,2,52.41,36
2025-10-17,glass_skin,5,1,56.45,36
2025-10-18,glass_skin,4,1,51.09,35
2025-10-19,glass_skin,5,3,43.13,35
2025-10-20,glass_skin,5,2,46.41,35
2025-10-21,glass_skin,5,2,35.94,34
2025-10-22,glass_skin,4,1,65.83,33
2025-10-23,glass_skin,5,1,51.32,33
2025-10-24,glass_skin,4,1,50.81,32
2025-10-25,glass_skin,5,1,51.94,33
2025-10-26,glass_skin,5,2,45.92,33
2025-10-27,glass_skin,4,1,47.41,32
2025-10-28,glass_skin,4,0,45.79,31
2025-10-29,glass_skin,4,1,58.55,31
2025-10-30,glass_skin,5,3,44.21,31
2025-10-31,glass_skin,4,1,49.38,31
2025-11-01,glass_skin,4,1,37.75,30
2025-11-02,glass_skin,4,1,47.66,29
2025-11-03,glass_skin,4,1,46.26,29
2025-11-04,glass_skin,4,2,41.32,29
2025-11-05,glass_skin,5,3,59.02,30
2025-11-06,glass_skin,5,2,57.73,30
2025-11-07,glass_skin,3,2,61.42,29
2025-11-08,glass_skin,4,2,41.86,29
2025-11-09,glass_skin,4,3,37.16,29
2025-11-10,glass_skin,4,1,40.03,29
2025-11-11,glass_skin,3,3,30.41,28
2025-11-12,glass_skin,4,0,36.04,27
2025-11-13,glass_skin,3,2,56.73,25
2025-11-14,glass_skin,4,0,55.75,26
2025-11-15,glass_skin,3,1,37.01,25
2025-11-16,glass_skin,3,0,42.27,24
2025-11-17,glass_skin,3,0,42.87,23
2025-11-18,glass_skin,3,0,34.36,23
2025-11-19,glass_skin,4,2,46.83,23
2025-11-20,glass_skin,5,2,61.72,25
2025-11-21,glass_skin,3,1,49.45,24
2025-11-22,glass_skin,3,1,49.45,24
2025-11-23,glass_skin,3,2,36.75,24
2025-11-24,glass_skin,5,1,36.28,26
2025-11-25,glass_skin,3,1,41.4,26
2025-11-26,glass_skin,3,1,50.49,25
2025-11-27,glass_skin,3,1,61.48,23
2025-11-28,glass_skin,4,2,58.9,24
2025-11-29,glass_skin,3,1,39.84,24
2025-11-30,glass_skin,2,0,48.86,23
2025-12-01,glass_skin,2,1,31.37,20
2025-12-02,glass_skin,3,1,37.55,20
2025-12-03,glass_skin,4,1,56.65,21
2025-12-04,glass_skin,3,2,50.47,21
2025-12-05,glass_skin,4,2,42.3,21
2025-12-06,glass_skin,3,1,55.89,21
2025-12-07,glass_skin,3,0,44.25,22
2025-12-08,glass_skin,3,0,53.65,23
2025-12-09,glass_skin,2,1,33.62,22
2025-12-10,glass_skin,4,1,53.11,22
2025-12-11,glass_skin,3,1,31.28,22
2025-12-12,glass_skin,3,0,53.86,21
2025-12-13,glass_skin,2,1,26.14,20
2025-12-14,glass_skin,3,3,46.65,20
2025-12-15,glass_skin,3,0,42.69,20
2025-12-16,glass_skin,4,2,39.98,22
2025-12-17,glass_skin,2,0,52.92,20
2025-12-18,glass_skin,4,1,45.63,21
2025-12-19,glass_skin,3,0,41.03,21
2025-12-20,glass_skin,2,0,34.07,21
2025-12-21,glass_skin,3,1,43.56,21
2025-12-22,glass_skin,3,1,36.97,21
2025-12-23,glass_skin,4,1,44.79,21
2025-12-24,glass_skin,4,2,53.75,23
2025-12-25,glass_skin,4,2,43.28,23
2025-12-26,glass_skin,3,0,47.7,23
2025-12-27,glass_skin,4,1,38.49,25
2025-12-28,glass_skin,4,1,45.82,26
2025-12-29,glass_skin,5,1,50.32,28
2025-12-30,glass_skin,4,1,38.95,28
2025-12-31,glass_skin,4,1,49.35,28
2026-01-01,glass_skin,4,3,54.14,28
2026-01-02,glass_skin,5,2,59.1,30
2026-01-03,glass_skin,4,2,41.16,30
2026-01-04,glass_skin,4,1,47.56,30
2026-01-05,glass_skin,4,1,48.02,29
2026-01-06,glass_skin,4,1,48.03,29
2026-01-07,glass_skin,5,3,46.7,30
2026-01-08,glass_skin,4,0,56.69,30
2026-01-09,glass_skin,4,0,34.48,29
2026-01-10,glass_skin,5,1,53.64,30
2026-01-11,glass_skin,4,1,58.53,30
2026-01-12,glass_skin,4,0,40.14,30
2026-01-13,glass_skin,5,3,59.02,31
2026-01-14,glass_skin,5,2,53.49,31
2026-01-15,glass_skin,6,5,50.44,33
2026-01-16,glass_skin,5,2,41.45,34
2026-01-17,glass_skin,4,1,35.83,33
2026-01-18,glass_skin,4,1,36.23,33
2026-01-19,glass_skin,4,2,48.9,33
2026-01-20,glass_skin,4,1,48.32,32
2026-01-21,glass_skin,4,3,53.99,31
2026-01-22,glass_skin,5,2,34.96,30
2026-01-23,glass_skin,4,2,53.1,29
2026-01-24,glass_skin,4,3,45.24,29
2026-01-25,glass_skin,4,1,33.61,29
2026-01-26,glass_skin,4,1,47.97,29
2026-01-27,glass_skin,4,0,47.11,29
2026-01-28,glass_skin,5,2,47.96,30
2026-01-29,glass_skin,5,1,55.89,30
2026-01-30,glass_skin,5,0,43.68,31
2026-01-31,glass_skin,4,3,33.4,31
2026-02-01,glass_skin,4,1,35.19,31
2026-02-02,glass_skin,4,1,47.51,31
2026-02-03,glass_skin,4,1,38.13,31
2026-02-04,glass_skin,5,4,51.57,31
2026-02-05,glass_skin,5,0,60.64,31
2026-02-06,glass_skin,5,2,49.41,31
2026-02-07,glass_skin,4,0,42.05,31
2026-02-08,glass_skin,4,0,49.75,31
2026-02-09,glass_skin,3,2,30.69,30
2026-02-10,glass_skin,4,0,57.15,30
2026-02-11,glass_skin,5,2,52.15,30
2026-02-12,glass_skin,5,3,48.75,30
2026-02-13,glass_skin,5,4,43.25,30
2026-02-14,glass_skin,3,0,35.97,29
2026-02-15,glass_skin,4,2,35.53,29
2026-02-16,glass_skin,4,2,45.12,30
2026-02-17,glass_skin,5,2,41.79,31
2026-02-18,glass_skin,4,3,48.04,30
2026-02-19,glass_skin,4,1,53.88,29
2026-02-20,glass_skin,4,1,44.45,28
2026-02-21,glass_skin,3,1,26.17,28
2026-02-22,glass_skin,4,2,43.82,28
2026-02-23,glass_skin,4,3,46.16,28
2026-02-24,glass_skin,4,1,42.42,27
2026-02-25,glass_skin,4,0,42.14,27
2026-02-26,glass_skin,5,3,42.19,28
2026-02-27,glass_skin,4,0,52.36,28
2026-02-28,glass_skin,4,0,31.99,29
2026-03-01,glass_skin,4,0,53.52,29
2026-03-02,glass_skin,4,2,40.41,29
2026-03-03,glass_skin,4,1,36.5,29
2026-03-04,glass_skin,5,1,55.94,30
2026-03-05,glass_skin,5,0,57.09,30
2026-03-06,glass_skin,5,4,43.8,31
2026-03-07,glass_skin,4,2,49.7,31
2026-03-08,glass_skin,5,1,44.56,32
2026-03-09,glass_skin,4,2,33.76,32
2026-03-10,glass_skin,5,0,53.53,33
2026-03-11,glass_skin,5,1,49.76,33
2026-03-12,glass_skin,6,3,44.2,34
2026-03-13,glass_skin,5,1,55.82,34
2026-03-14,glass_skin,6,3,31.43,36
2026-03-15,glass_skin,5,1,45.79,36
2026-03-16,glass_skin,5,3,34.57,37
2026-03-17,glass_skin,5,3,57.04,37
2026-03-18,glass_skin,6,3,52.1,38
2026-03-19,glass_skin,6,3,51.02,38
2026-03-20,glass_skin,5,1,37.51,38
2026-03-21,glass_skin,5,3,44.42,37
2026-03-22,glass_skin,6,2,48.77,38
2026-03-23,glass_skin,5,2,37.3,38
2026-03-24,glass_skin,6,0,52.58,39
2026-03-25,glass_skin,6,1,61.36,39
2026-03-26,glass_skin,6,2,47.08,39
2026-03-27,glass_skin,6,2,51.95,40
2026-03-28,glass_skin,7,5,45.89,42
2026-03-29,glass_skin,6,4,43.22,42
2026-03-30,glass_skin,6,0,46.1,43
2026-03-31,glass_skin,7,2,55.9,44
2026-04-01,glass_skin,7,0,49.49,45
2026-04-02,glass_skin,7,1,46.58,46
2026-04-03,glass_skin,6,0,57.39,46
2026-04-04,glass_skin,5,2,33.61,44
2026-04-05,glass_skin,7,3,34.23,45
2026-04-06,glass_skin,7,5,46.49,46
2026-04-07,glass_skin,7,1,44.99,46
2026-04-08,glass_skin,7,2,57.89,46
2024-04-09,graphic_editorial_liner,6,4,60.32,6
2024-04-10,graphic_editorial_liner,5,3,52.77,11
2024-04-11,graphic_editorial_liner,4,4,45.11,15
2024-04-12,graphic_editorial_liner,4,2,44.93,19
2024-04-13,graphic_editorial_liner,5,2,50.7,24
2024-04-14,graphic_editorial_liner,4,1,46.56,28
2024-04-15,graphic_editorial_liner,8,3,52.7,36
2024-04-16,graphic_editorial_liner,6,2,41.31,36
2024-04-17,graphic_editorial_liner,6,1,37.24,37
2024-04-18,graphic_editorial_liner,5,1,52.26,38
2024-04-19,graphic_editorial_liner,6,1,47.24,40
2024-04-20,graphic_editorial_liner,6,2,33.83,41
2024-04-21,graphic_editorial_liner,5,3,38.36,42
2024-04-22,graphic_editorial_liner,7,2,46.08,41
2024-04-23,graphic_editorial_liner,6,2,50.84,41
2024-04-24,graphic_editorial_liner,5,3,44.89,40
2024-04-25,graphic_editorial_liner,7,0,44.83,42
2024-04-26,graphic_editorial_liner,4,0,42.3,40
2024-04-27,graphic_editorial_liner,5,2,53.29,39
2024-04-28,graphic_editorial_liner,7,3,33.94,41
2024-04-29,graphic_editorial_liner,6,3,51.75,40
2024-04-30,graphic_editorial_liner,6,1,53.33,40
2024-05-01,graphic_editorial_liner,7,2,43.03,42
2024-05-02,graphic_editorial_liner,7,3,46.13,42
2024-05-03,graphic_editorial_liner,4,1,47.4,42
2024-05-04,graphic_editorial_liner,5,0,32.09,42
2024-05-05,graphic_editorial_liner,4,0,31.96,39
2024-05-06,graphic_editorial_liner,6,2,46.82,39
2024-05-07,graphic_editorial_liner,6,3,55.41,39
2024-05-08,graphic_editorial_liner,7,1,54.34,39
2024-05-09,graphic_editorial_liner,5,1,57.42,37
2024-05-10,graphic_editorial_liner,3,1,41.47,36
2024-05-11,graphic_editorial_liner,5,1,36.06,36
2024-05-12,graphic_editorial_liner,4,0,27.47,36
2024-05-13,graphic_editorial_liner,6,2,58.45,36
2024-05-14,graphic_editorial_liner,5,3,46.86,35
2024-05-15,graphic_editorial_liner,4,2,45.15,32
2024-05-16,graphic_editorial_liner,4,1,54.38,31
2024-05-17,graphic_editorial_liner,3,1,46.32,31
2024-05-18,graphic_editorial_liner,2,0,33.88,28
2024-05-19,graphic_editorial_liner,4,1,36.7,28
2024-05-20,graphic_editorial_liner,4,1,45.01,26
2024-05-21,graphic_editorial_liner,4,2,57.73,25
2024-05-22,graphic_editorial_liner,3,1,50.5,24
2024-05-23,graphic_editorial_liner,3,1,41.01,23
2024-05-24,graphic_editorial_liner,2,2,58.52,22
2024-05-25,graphic_editorial_liner,2,2,33.85,22
2024-05-26,graphic_editorial_liner,4,3,48.02,22
2024-05-27,graphic_editorial_liner,2,1,38.21,20
2024-05-28,graphic_editorial_liner,3,1,37.49,19
2024-05-29,graphic_editorial_liner,4,0,49.33,20
2024-05-30,graphic_editorial_liner,5,1,45.39,22
2024-05-31,graphic_editorial_liner,3,2,50.23,23
2024-06-01,graphic_editorial_liner,1,0,44.36,22
2024-06-02,graphic_editorial_liner,3,0,34.76,21
2024-06-03,graphic_editorial_liner,4,2,54.93,23
2024-06-04,graphic_editorial_liner,3,1,46.4,23
2024-06-05,graphic_editorial_liner,2,2,47.78,21
2024-06-06,graphic_editorial_liner,3,1,46.38,19
2024-06-07,graphic_editorial_liner,1,0,45.01,17
2024-06-08,graphic_editorial_liner,2,0,47.48,18
2024-06-09,graphic_editorial_liner,2,1,31.0,17
2024-06-10,graphic_editorial_liner,3,2,32.92,16
2024-06-11,graphic_editorial_liner,2,0,47.18,15
2024-06-12,graphic_editorial_liner,1,0,47.97,14
2024-06-13,graphic_editorial_liner,1,0,47.69,12
2024-06-14,graphic_editorial_liner,2,0,59.38,13
2024-06-15,graphic_editorial_liner,2,0,40.3,13
2024-06-16,graphic_editorial_liner,3,1,32.51,14
2024-06-17,graphic_editorial_liner,2,1,43.47,13
2024-06-18,graphic_editorial_liner,3,1,43.4,14
2024-06-19,graphic_editorial_liner,4,1,45.15,17
2024-06-20,graphic_editorial_liner,1,0,52.53,17
2024-06-21,graphic_editorial_liner,3,0,41.42,18
2024-06-22,graphic_editorial_liner,1,0,42.39,17
2024-06-23,graphic_editorial_liner,1,1,44.36,15
2024-06-24,graphic_editorial_liner,1,1,46.15,14
2024-06-25,graphic_editorial_liner,2,0,41.03,13
2024-06-26,graphic_editorial_liner,2,0,54.0,11
2024-06-27,graphic_editorial_liner,1,0,55.03,11
2024-06-28,graphic_editorial_liner,3,0,35.63,11
2024-06-29,graphic_editorial_liner,3,1,45.57,13
2024-06-30,graphic_editorial_liner,2,0,43.42,14
2024-07-01,graphic_editorial_liner,3,0,34.01,16
2024-07-02,graphic_editorial_liner,3,0,49.88,17
2024-07-03,graphic_editorial_liner,3,1,46.28,18
2024-07-04,graphic_editorial_liner,1,0,51.66,18
2024-07-05,graphic_editorial_liner,2,1,46.84,17
2024-07-06,graphic_editorial_liner,1,0,45.17,15
2024-07-07,graphic_editorial_liner,2,2,38.1,15
2024-07-08,graphic_editorial_liner,3,2,36.58,15
2024-07-09,graphic_editorial_liner,3,2,42.35,15
2024-07-10,graphic_editorial_liner,4,1,48.81,16
2024-07-11,graphic_editorial_liner,5,2,43.09,20
2024-07-12,graphic_editorial_liner,1,0,45.3,19
2024-07-13,graphic_editorial_liner,3,1,47.74,21
2024-07-14,graphic_editorial_liner,2,1,34.76,21
2024-07-15,graphic_editorial_liner,3,1,36.05,21
2024-07-16,graphic_editorial_liner,4,3,44.65,22
2024-07-17,graphic_editorial_liner,4,1,45.71,22
2024-07-18,graphic_editorial_liner,4,1,36.12,21
2024-07-19,graphic_editorial_liner,5,1,48.09,25
2024-07-20,graphic_editorial_liner,3,1,47.55,25
2024-07-21,graphic_editorial_liner,4,2,31.95,27
2024-07-22,graphic_editorial_liner,6,2,38.31,30
2024-07-23,graphic_editorial_liner,4,0,53.27,30
2024-07-24,graphic_editorial_liner,5,0,54.79,31
